Id,SalePrice,,Id,SalePrice,,Id,SalePrice,,DIFF bw 1 and 2,,DIFF bw 1 and 3
1511,140873.1567,,1511,138534.0322,,1511,149968.9867,,2339.124485,,9095.829995
1512,170702.6769,,1512,141441.1167,,1512,166730.2725,,29261.56025,,3972.404418
1513,143559.5054,,1513,128031.517,,1513,135285.7543,,15527.98839,,8273.751151
1514,159101.2081,,1514,164231.6351,,1514,153564.2533,,5130.427049,,5536.95481
1515,189860.6782,,1515,148808.5593,,1515,186715.0038,,41052.11891,,3145.674467
1516,153710.3349,,1516,152063.2922,,1516,150358.5188,,1647.042621,,3351.816041
1517,169137.9831,,1517,174679.3284,,1517,159998.7085,,5541.345366,,9139.274594
1518,133453.2724,,1518,127634.2002,,1518,132620.4057,,5819.072274,,832.8667008
1519,229334.7416,,1519,245425.8175,,1519,227655.9348,,16091.07595,,1678.806819
1520,134734.3728,,1520,123205.2652,,1520,132021.9116,,11529.10767,,2712.461219
1521,134636.5584,,1521,137408.0502,,1521,132509.319,,2771.491849,,2127.239326
1522,169314.6566,,1522,138241.1978,,1522,167662.193,,31073.45876,,1652.463507
1523,116943.6095,,1523,127369.9325,,1523,119562.1911,,10426.32303,,2618.581596
1524,124517.3774,,1524,131966.9653,,1524,121787.145,,7449.587814,,2730.232494
1525,129926.5983,,1525,146786.0593,,1525,129324.9133,,16859.46092,,601.6850261
1526,120041.2378,,1526,141363.3467,,1526,118273.3863,,21322.10893,,1767.851515
1527,97291.68429,,1527,159478.7212,,1527,94334.87034,,62187.03687,,2956.813948
1528,137453.5469,,1528,148749.1835,,1528,131650.8578,,11295.63658,,5802.689162
1529,155245.6594,,1529,119575.2637,,1529,149661.8707,,35670.3957,,5583.788747
1530,170299.4881,,1530,185250.3008,,1530,183738.1327,,14950.81278,,13438.6446
1531,101294.6992,,1531,146366.1041,,1531,112299.5342,,45071.405,,11004.83508
1532,101371.5243,,1532,98858.97515,,1532,99569.03994,,2512.549116,,1802.484325
1533,144528.3395,,1533,137901.1229,,1533,145548.1864,,6627.216587,,1019.846896
1534,119487.0231,,1534,124142.6417,,1534,111929.1323,,4655.61858,,7557.890847
1535,161622.0749,,1535,144300.6915,,1535,159865.0904,,17321.38343,,1756.984496
1536,106668.26,,1536,104954.3704,,1536,108152.5049,,1713.88955,,1484.244931
1537,60347.27192,,1537,81959.40788,,1537,56656.75975,,21612.13597,,3690.512168
1538,153940.6146,,1538,134430.1757,,1538,157416.6833,,19510.4389,,3476.06868
1539,183717.0291,,1539,197187.0252,,1539,194176.0133,,13469.99614,,10458.98421
1540,104248.2319,,1540,76157.72497,,1540,100134.1881,,28090.50691,,4114.043755
1541,134900.3852,,1541,164530.1999,,1541,132711.0131,,29629.81464,,2189.372152
1542,137293.87,,1542,145179.5701,,1542,143060.2821,,7885.700109,,5766.412144
1543,213066.0765,,1543,185327.8494,,1543,220256.4685,,27738.22713,,7190.391982
1544,72445.1821,,1544,91646.87569,,1544,83899.41477,,19201.69359,,11454.23268
1545,116473.3511,,1545,107748.1655,,1545,104168.6958,,8725.18558,,12304.6553
1546,130393.6741,,1546,157338.0021,,1546,131544.1916,,26944.32796,,1150.517422
1547,128330.8276,,1547,130222.2552,,1547,132356.1392,,1891.42769,,4025.311692
1548,129190.0788,,1548,108822.598,,1548,131485.1429,,20367.48079,,2295.064126
1549,113244.8562,,1549,118408.5003,,1549,111671.6818,,5163.644143,,1573.174405
1550,130135.9998,,1550,124993.283,,1550,134588.9008,,5142.716863,,4452.900978
1551,112526.5316,,1551,93154.15048,,1551,112457.8961,,19372.38116,,68.63557743
1552,138968.1191,,1552,133188.1582,,1552,142800.3898,,5779.960955,,3832.270682
1553,151575.2892,,1553,131154.1025,,1553,150393.9112,,20421.18672,,1181.37802
1554,119570.5831,,1554,156643.611,,1554,112301.3074,,37073.02787,,7269.275653
1555,167577.9243,,1555,159672.7832,,1555,160511.0767,,7905.141042,,7066.847557
1556,89466.65425,,1556,101221.3581,,1556,87683.89256,,11754.70381,,1782.761692
1557,111775.7192,,1557,112563.1063,,1557,114651.9132,,787.3871297,,2876.194058
1558,105386.9573,,1558,110282.0146,,1558,102836.4268,,4895.057373,,2550.530447
1559,81257.85616,,1559,66496.71104,,1559,87592.41463,,14761.14512,,6334.558465
1560,134890.9871,,1560,124274.2456,,1560,136402.4555,,10616.74157,,1511.468403
1561,137924.3015,,1561,134023.7679,,1561,135330.5494,,3900.533624,,2593.752141
1562,131971.962,,1562,142025.8753,,1562,132786.2517,,10053.91334,,814.2897605
1563,123454.1408,,1563,123545.6598,,1563,122711.8175,,91.5189696,,742.3233413
1564,160909.2864,,1564,139732.0154,,1564,157702.5948,,21177.27093,,3206.691514
1565,150002.523,,1565,150854.3646,,1565,146495.7481,,851.841658,,3506.774831
1566,241346.7848,,1566,219742.5186,,1566,231597.3284,,21604.26622,,9749.456399
1567,62694.15787,,1567,86831.51085,,1567,73816.31796,,24137.35298,,11122.16009
1568,238661.2554,,1568,169429.1262,,1568,232524.2005,,69232.12921,,6137.054855
1569,151456.8023,,1569,140389.9026,,1569,154062.7006,,11066.8997,,2605.89825
1570,138854.9667,,1570,185978.6167,,1570,137356.7676,,47123.65003,,1498.199096
1571,114804.7534,,1571,141616.9353,,1571,120584.2235,,26812.18189,,5779.470086
1572,137717.6072,,1572,128504.5466,,1572,152844.1283,,9213.060507,,15126.52117
1573,242172.9362,,1573,275947.133,,1573,234846.2247,,33774.19682,,7326.711524
1574,114109.4174,,1574,146395.5239,,1574,119572.448,,32286.10653,,5463.030606
1575,224224.9403,,1575,245038.0896,,1575,220922.6963,,20813.14934,,3302.243995
1576,230338.7581,,1576,194263.0482,,1576,230723.4486,,36075.70994,,384.6904471
1577,179575.47,,1577,183735.5886,,1577,179227.2088,,4160.118622,,348.2612175
1578,143902.2364,,1578,138761.675,,1578,138467.6351,,5140.561395,,5434.601334
1579,134990.0121,,1579,207223.6159,,1579,143401.0221,,72233.60382,,8411.010067
1580,192214.3246,,1580,172912.8096,,1580,186262.584,,19301.51497,,5951.740587
1581,159458.491,,1581,146286.01,,1581,153896.7164,,13172.48104,,5561.774605
1582,128010.9366,,1582,122553.321,,1582,120650.9175,,5457.615548,,7360.019099
1583,332391.4054,,1583,219506.5315,,1583,318508.48,,112884.8739,,13882.92543
1584,245246.6505,,1584,190593.6086,,1584,231742.9948,,54653.0419,,13503.6557
1585,135143.1623,,1585,158206.7851,,1585,139995.7773,,23063.62285,,4852.614986
1586,68716.46245,,1586,81211.83815,,1586,60427.60293,,12495.3757,,8288.859515
1587,104658.6887,,1587,107679.9331,,1587,94919.62989,,3021.244402,,9739.058845
1588,142630.3764,,1588,116813.5635,,1588,153570.3043,,25816.81293,,10939.92786
1589,101047.5823,,1589,103431.0312,,1589,97526.44165,,2383.448833,,3521.140667
1590,131582.8158,,1590,132311.107,,1590,133858.5503,,728.2911838,,2275.734521
1591,93877.46616,,1591,117757.6333,,1591,96942.40753,,23880.16714,,3064.941367
1592,114857.5582,,1592,144497.1272,,1592,122281.0178,,29639.56899,,7423.459603
1593,119779.488,,1593,137520.4616,,1593,115539.3981,,17740.9736,,4240.089911
1594,126869.9678,,1594,126233.3251,,1594,123336.4188,,636.6426504,,3533.549014
1595,114419.8847,,1595,122213.1009,,1595,113126.8683,,7793.216162,,1293.016411
1596,247004.1471,,1596,208298.5114,,1596,245453.5387,,38705.63572,,1550.608422
1597,189105.4559,,1597,159615.6461,,1597,193682.5693,,29489.80978,,4577.113433
1598,197759.5582,,1598,233446.754,,1598,200914.8871,,35687.19578,,3155.328904
1599,162904.1671,,1599,196322.642,,1599,161867.8475,,33418.47485,,1036.319634
1600,160530.521,,1600,188078.1381,,1600,162709.9963,,27547.61708,,2179.475351
1601,66137.45073,,1601,79495.1589,,1601,56667.19011,,13357.70817,,9470.26062
1602,104133.1238,,1602,135769.594,,1602,112465.5255,,31636.47026,,8332.401669
1603,81360.65545,,1603,113223.6908,,1603,99720.28149,,31863.03537,,18359.62604
1604,270001.23,,1604,246480.671,,1604,282716.7737,,23520.55897,,12715.54368
1605,251494.6398,,1605,271284.9854,,1605,247575.6267,,19790.34558,,3919.013118
1606,173764.3782,,1606,176123.52,,1606,171642.5986,,2359.141784,,2121.779636
1607,155961.4592,,1607,123631.0519,,1607,150633.4647,,32330.40733,,5327.994532
1608,205280.55,,1608,220029.8976,,1608,207011.6367,,14749.34757,,1731.086625
1609,181195.8068,,1609,179410.6508,,1609,179237.8477,,1785.155956,,1957.959071
1610,147231.8088,,1610,166382.5056,,1610,157805.5179,,19150.69677,,10573.70904
1611,139498.6365,,1611,133725.1744,,1611,136056.7415,,5773.462158,,3441.895016
1612,165395.8727,,1612,202744.4562,,1612,167053.009,,37348.58353,,1657.136299
1613,170746.0468,,1613,177187.615,,1613,170136.7318,,6441.568203,,609.3149928
1614,126376.2778,,1614,147654.0326,,1614,129123.8595,,21277.75477,,2747.581707
1615,96396.91433,,1615,99079.02899,,1615,87833.68247,,2682.11466,,8563.231854
1616,76972.55659,,1616,81666.81744,,1616,82373.2841,,4694.260853,,5400.727507
1617,96189.72891,,1617,86349.16522,,1617,97828.3468,,9840.56369,,1638.617884
1618,122523.6667,,1618,145296.6685,,1618,128299.971,,22773.00183,,5776.304249
1619,140958.8769,,1619,166366.7161,,1619,139636.6262,,25407.8392,,1322.250762
1620,160602.7171,,1620,163731.1715,,1620,161567.938,,3128.45436,,965.2208076
1621,137798.1865,,1621,150191.5904,,1621,135633.4978,,12393.4039,,2164.688655
1622,139351.1992,,1622,164261.2687,,1622,144333.2909,,24910.06948,,4982.091662
1623,280261.0241,,1623,246840.055,,1623,268699.4763,,33420.96913,,11561.54787
1624,209864.5864,,1624,171455.1639,,1624,222604.297,,38409.42255,,12739.71061
1625,118638.1955,,1625,139898.4893,,1625,118946.7815,,21260.29375,,308.585939
1626,165283.908,,1626,156368.3232,,1626,167012.9188,,8915.584755,,1729.010812
1627,189121.9545,,1627,219897.8005,,1627,184857.8006,,30775.84602,,4264.153824
1628,276760.3711,,1628,312113.0126,,1628,289218.5127,,35352.64146,,12458.1416
1629,179955.1778,,1629,181771.8535,,1629,164673.85,,1816.675639,,15281.32781
1630,370298.4324,,1630,260319.9066,,1630,376327.5845,,109978.5258,,6029.152106
1631,214086.2704,,1631,176359.8147,,1631,199832.5509,,37726.45575,,14253.71951
1632,243529.9536,,1632,211147.1648,,1632,244250.9079,,32382.78873,,720.9543316
1633,171968.6907,,1633,201875.466,,1633,168555.7844,,29906.77531,,3412.906239
1634,195118.7999,,1634,186413.5248,,1634,195104.7677,,8705.275088,,14.03213068
1635,182395.2069,,1635,218682.9165,,1635,175617.1991,,36287.70954,,6778.007859
1636,154144.6228,,1636,186473.1959,,1636,161882.541,,32328.57313,,7737.918212
1637,186643.6196,,1637,192702.8392,,1637,195991.0269,,6059.219632,,9347.407331
1638,177805.6439,,1638,190140.8492,,1638,188892.0499,,12335.20523,,11086.40597
1639,184517.2381,,1639,208920.6528,,1639,170252.9783,,24403.41469,,14264.25978
1640,255877.8373,,1640,169442.1139,,1640,264243.6149,,86435.72341,,8365.777578
1641,171840.3961,,1641,163225.6266,,1641,162661.2343,,8614.769531,,9179.161847
1642,234921.1275,,1642,227428.5754,,1642,231592.2428,,7492.552125,,3328.884683
1643,218142.4311,,1643,186458.8579,,1643,221502.3163,,31683.57316,,3359.885169
1644,248620.5965,,1644,245837.183,,1644,229801.3488,,2783.413512,,18819.24768
1645,186141.739,,1645,148938.9888,,1645,199843.3478,,37202.75021,,13701.60881
1646,160403.6132,,1646,170708.1739,,1646,164053.4659,,10304.56069,,3649.852717
1647,157183.8872,,1647,151324.3474,,1647,153694.1817,,5859.539791,,3489.705528
1648,129265.9876,,1648,138235.7291,,1648,127116.0117,,8969.741465,,2149.975933
1649,140755.3148,,1649,151032.4454,,1649,137531.6864,,10277.13052,,3223.628422
1650,121730.1893,,1650,134952.7643,,1650,117044.8343,,13222.57496,,4685.355061
1651,119625.6501,,1651,160064.2036,,1651,119346.0239,,40438.55346,,279.626234
1652,105741.8286,,1652,121101.9727,,1652,100641.9476,,15360.14403,,5099.880999
1653,105902.2699,,1653,130797.655,,1653,99006.83942,,24895.38514,,6895.430476
1654,143455.1744,,1654,144108.5636,,1654,145520.3801,,653.3892523,,2065.205724
1655,151922.321,,1655,136042.626,,1655,146289.3398,,15879.69499,,5632.981149
1656,141282.2319,,1656,144836.0209,,1656,149359.2749,,3553.789066,,8077.043011
1657,148267.0107,,1657,168813.2258,,1657,148879.1467,,20546.21509,,612.1359839
1658,149806.9696,,1658,154698.479,,1658,151679.0967,,4891.509394,,1872.127113
1659,119954.5222,,1659,145213.3383,,1659,114398.9977,,25258.81612,,5555.524427
1660,151491.6432,,1660,188700.9697,,1660,151165.8443,,37209.32649,,325.7989082
1661,503114.4635,,1661,289781.6288,,1661,479171.7866,,213332.8348,,23942.6769
1662,422235.1173,,1662,271787.3097,,1662,403401.6146,,150447.8077,,18833.50275
1663,399617.9118,,1663,266839.9513,,1663,383418.5074,,132777.9605,,16199.40436
1664,500649.61,,1664,276638.8309,,1664,496457.6378,,224010.7791,,4191.972159
1665,323082.7299,,1665,253709.7199,,1665,312839.8829,,69373.01002,,10242.84702
1666,307626.2693,,1666,253987.8178,,1666,307686.6845,,53638.45157,,60.41521152
1667,423955.53,,1667,274443.5971,,1667,373515.2147,,149511.9329,,50440.31532
1668,327161.6759,,1668,257208.2505,,1668,312072.2116,,69953.42536,,15089.46425
1669,293638.6981,,1669,314363.7596,,1669,259562.2971,,20725.06154,,34076.40097
1670,322993.0563,,1670,268572.7567,,1670,345449.8811,,54420.29957,,22456.82473
1671,259044.2406,,1671,196836.236,,1671,283300.1604,,62208.00459,,24255.91976
1672,498361.3927,,1672,290149.2421,,1672,492543.6444,,208212.1506,,5817.74833
1673,294885.7362,,1673,268154.0566,,1673,261767.4505,,26731.67959,,33118.28564
1674,245205.8717,,1674,200762.3403,,1674,237117.1168,,44443.53143,,8088.75495
1675,192141.1962,,1675,169790.7788,,1675,182728.7695,,22350.41741,,9412.426692
1676,190098.5899,,1676,176252.9439,,1676,187730.7086,,13845.64601,,2367.881305
1677,226158.4868,,1677,226462.1238,,1677,222812.3781,,303.6370454,,3346.108638
1678,499587.5715,,1678,273209.295,,1678,513414.1886,,226378.2764,,13826.61717
1679,421078.0541,,1679,282295.4861,,1679,391141.3458,,138782.568,,29936.70826
1680,323779.129,,1680,256723.5946,,1680,352935.518,,67055.53436,,29156.389
1681,240350.0155,,1681,249213.3225,,1681,224650.6476,,8863.306968,,15699.36786
1682,308685.0039,,1682,276183.9921,,1682,320829.7548,,32501.01175,,12144.75095
1683,182962.2528,,1683,180669.7262,,1683,186018.4931,,2292.526549,,3056.240367
1684,183208.2176,,1684,173780.1204,,1684,171545.4801,,9428.097212,,11662.7375
1685,172744.1423,,1685,236172.6548,,1685,169630.4243,,63428.51258,,3113.717921
1686,168856.1724,,1686,164924.1238,,1686,171285.2499,,3932.048606,,2429.077491
1687,172194.2429,,1687,257019.363,,1687,171669.8513,,84825.12008,,524.3915765
1688,192963.5457,,1688,176732.2415,,1688,195776.2386,,16231.30417,,2812.692889
1689,194584.7109,,1689,181763.1635,,1689,196491.7088,,12821.5474,,1906.997842
1690,192128.3946,,1690,202807.7352,,1690,198027.8296,,10679.34054,,5899.434977
1691,188098.046,,1691,179921.2227,,1691,177311.6817,,8176.823265,,10786.36425
1692,251830.7347,,1692,346310.3312,,1692,260911.9405,,94479.59653,,9081.205759
1693,166192.5598,,1693,165725.302,,1693,168764.9931,,467.2577532,,2572.433317
1694,183684.4665,,1694,173978.1723,,1694,183182.7968,,9706.294143,,501.6696557
1695,167146.0272,,1695,197500.4323,,1695,167355.4854,,30354.4051,,209.4581848
1696,284986.8787,,1696,199350.2689,,1696,286579.0045,,85636.60983,,1592.12582
1697,171147.6941,,1697,185837.7193,,1697,171751.0897,,14690.02523,,603.3956324
1698,323550.7463,,1698,253950.3168,,1698,353173.4665,,69600.42948,,29622.72027
1699,337610.2045,,1699,265847.5261,,1699,348154.4888,,71762.67833,,10544.28431
1700,249721.7742,,1700,198988.8795,,1700,257927.7528,,50732.89476,,8205.978517
1701,269800.6693,,1701,246801.8012,,1701,273670.0086,,22998.86806,,3869.339267
1702,238735.4369,,1702,192802.5147,,1702,245800.0799,,45932.92223,,7064.642967
1703,242417.5595,,1703,210969.6875,,1703,254331.3384,,31447.87204,,11913.77882
1704,281425.8266,,1704,209286.0653,,1704,283715.294,,72139.76131,,2289.467394
1705,244567.3919,,1705,255752.4054,,1705,227913.1697,,11185.01352,,16654.22212
1706,465467.5866,,1706,329937.8069,,1706,497910.5674,,135529.7797,,32442.98087
1707,207976.7721,,1707,223481.3089,,1707,215562.5073,,15504.53678,,7585.735187
1708,208299.8418,,1708,210206.1077,,1708,210921.3259,,1906.265881,,2621.484059
1709,271251.8819,,1709,233722.6277,,1709,280746.7737,,37529.25419,,9494.891801
1710,225727.8326,,1710,215632.9226,,1710,215531.7932,,10094.91004,,10196.03942
1711,262248.5082,,1711,227742.755,,1711,259686.3207,,34505.75317,,2562.187501
1712,247750.4912,,1712,270023.9701,,1712,247494.8349,,22273.47895,,255.6563136
1713,278479.8726,,1713,218634.714,,1713,273318.0488,,59845.15862,,5161.823833
1714,243329.4959,,1714,207008.7058,,1714,235474.1312,,36320.79014,,7855.364718
1715,201248.1636,,1715,216762.5674,,1715,203462.169,,15514.40377,,2214.005356
1716,184992.7429,,1716,213625.3539,,1716,174365.9367,,28632.611,,10626.80626
1717,167590.2779,,1717,191916.9836,,1717,168442.0993,,24326.70568,,851.8213286
1718,135416.3047,,1718,165043.5341,,1718,122859.9201,,29627.22948,,12556.38456
1719,194447.5511,,1719,212721.1679,,1719,211020.0899,,18273.61679,,16572.53881
1720,251037.1508,,1720,170822.0785,,1720,230467.5396,,80215.07232,,20569.6112
1721,167887.356,,1721,201908.0458,,1721,162331.2067,,34020.68975,,5556.149367
1722,122193.2779,,1722,170360.8993,,1722,108619.9864,,48167.62145,,13573.29146
1723,159704.8313,,1723,153860.84,,1723,156214.181,,5843.991265,,3490.65027
1724,193343.6224,,1724,181600.5752,,1724,189832.6899,,11743.04715,,3510.932518
1725,239355.4163,,1725,177380.6582,,1725,241464.6303,,61974.75811,,2109.213992
1726,173357.1913,,1726,193987.4825,,1726,186809.316,,20630.29125,,13452.12478
1727,159353.2698,,1727,167902.4887,,1727,161710.1965,,8549.218836,,2356.926662
1728,177774.274,,1728,201899.9646,,1728,181921.6179,,24125.69056,,4147.343922
1729,166968.4501,,1729,153510.3774,,1729,167704.9802,,13458.07276,,736.5300482
1730,150924.4502,,1730,154695.878,,1730,148114.2116,,3771.427787,,2810.238626
1731,130601.6463,,1731,137564.2235,,1731,128695.998,,6962.577191,,1905.64832
1732,131212.6661,,1732,149814.9297,,1732,130752.2321,,18602.26357,,460.4340088
1733,122056.0514,,1733,139788.3631,,1733,121280.987,,17732.3117,,775.0644051
1734,131072.4183,,1734,142419.7335,,1734,122231.8743,,11347.31516,,8840.543989
1735,130725.6917,,1735,133596.4315,,1735,123759.6545,,2870.739796,,6966.037198
1736,124742.9601,,1736,134819.6385,,1736,123774.7525,,10076.67835,,968.2076126
1737,299434.6717,,1737,207923.0552,,1737,296765.6972,,91511.61644,,2668.974467
1738,249607.5328,,1738,185366.4136,,1738,234796.0226,,64241.11919,,14811.51018
1739,259217.137,,1739,231985.0642,,1739,251872.5808,,27232.0728,,7344.556153
1740,205622.8857,,1740,219812.9812,,1740,209437.2084,,14190.09552,,3814.322657
1741,193161.7618,,1741,193204.9155,,1741,191827.0608,,43.1536826,,1334.701089
1742,170606.9847,,1742,172880.6606,,1742,171047.2321,,2273.675939,,440.2473665
1743,175995.0447,,1743,183244.6132,,1743,169915.5592,,7249.56843,,6079.485505
1744,325490.2167,,1744,231299.4361,,1744,290539.4617,,94190.78064,,34950.755
1745,218596.7115,,1745,199195.5865,,1745,218880.6213,,19401.12504,,283.9097533
1746,164148.3558,,1746,151240.8157,,1746,172004.7189,,12907.54013,,7856.36307
1747,208016.4513,,1747,196937.8743,,1747,210011.6041,,11078.57697,,1995.15281
1748,203200.4887,,1748,167147.9246,,1748,223518.4263,,36052.56412,,20317.93753
1749,160294.0942,,1749,141724.753,,1749,163367.5913,,18569.3412,,3073.497151
1750,128585.9283,,1750,124591.9698,,1750,120398.2276,,3993.958447,,8187.70062
1751,243229.7938,,1751,219903.5987,,1751,246821.4673,,23326.19517,,3591.673451
1752,124748.4371,,1752,135261.0872,,1752,120984.2615,,10512.65015,,3764.175609
1753,140741.4879,,1753,140376.2935,,1753,132857.0267,,365.1943829,,7884.461152
1754,180361.2604,,1754,180870.5813,,1754,179447.6765,,509.3208974,,913.5838873
1755,168642.2877,,1755,186054.3218,,1755,170823.0538,,17412.03407,,2180.766153
1756,138307.3116,,1756,134140.1439,,1756,131023.521,,4167.167675,,7283.790567
1757,121808.1139,,1757,135656.8615,,1757,123561.1331,,13848.74754,,1753.019121
1758,138358.9556,,1758,150148.4475,,1758,141154.7407,,11789.492,,2795.785168
1759,156313.5908,,1759,151674.7229,,1759,151832.81,,4638.867905,,4480.780766
1760,169791.6616,,1760,153083.163,,1760,172395.1288,,16708.49855,,2603.46724
1761,141944.6451,,1761,140443.8209,,1761,138221.8136,,1500.824248,,3722.831559
1762,169794.9407,,1762,180836.4742,,1762,170233.229,,11041.53353,,438.2882838
1763,169610.8022,,1763,172451.9773,,1763,166131.8928,,2841.175093,,3478.909365
1764,118214.7212,,1764,122157.7133,,1764,114120.777,,3942.992079,,4093.94426
1765,163460.4657,,1765,175115.5585,,1765,172660.2891,,11655.09283,,9199.82345
1766,174016.754,,1766,198726.6364,,1766,174133.5084,,24709.88239,,116.7544529
1767,228395.7453,,1767,207590.1281,,1767,231662.2187,,20805.61719,,3266.473404
1768,144865.8112,,1768,128623.9204,,1768,147637.8325,,16241.89078,,2772.021321
1769,183647.7359,,1769,148333.0066,,1769,165790.2328,,35314.72927,,17857.50309
1770,151865.0962,,1770,196610.8277,,1770,148262.926,,44745.73154,,3602.170217
1771,129690.3396,,1771,132822.9729,,1771,132222.8087,,3132.633328,,2532.469129
1772,146003.2167,,1772,129113.5547,,1772,144785.8153,,16889.66201,,1217.401403
1773,137884.6332,,1773,126713.3117,,1773,139031.7961,,11171.32141,,1147.162957
1774,135470.9754,,1774,133277.576,,1774,138852.8297,,2193.399451,,3381.854258
1775,137776.2336,,1775,146620.8266,,1775,137066.2983,,8844.593025,,709.9352906
1776,123305.2464,,1776,127617.7766,,1776,120644.7642,,4312.530183,,2660.482173
1777,115339.8573,,1777,145592.2149,,1777,119260.6469,,30252.35759,,3920.789589
1778,135924.5053,,1778,156512.2178,,1778,134325.502,,20587.71253,,1599.003278
1779,97780.85354,,1779,155518.5893,,1779,110635.349,,57737.7358,,12854.49547
1780,183823.9478,,1780,202006.5478,,1780,167943.5837,,18182.60006,,15880.36411
1781,131649.6894,,1781,147020.7625,,1781,130056.9743,,15371.07314,,1592.71505
1782,91074.49653,,1782,123588.5863,,1782,72074.66069,,32514.0898,,18999.83584
1783,149464.3027,,1783,164125.3817,,1783,147571.2744,,14661.07897,,1893.028326
1784,101013.8052,,1784,130571.8905,,1784,105993.4386,,29558.0853,,4979.633367
1785,118244.6013,,1785,150521.568,,1785,118727.9336,,32276.96672,,483.3323301
